Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
100,2,1,1,1,41,3400000000.0,113333.33
100,2,1,1,1,109,5100000000.0,170000.0
121,2,1,1,1,57,7500000000.0,250000.0
63,1,1,1,1,51,5600000000.0,186666.67
98,2,1,1,1,153,4400000000.0,146666.67
67,2,1,1,1,119,3500000000.0,116666.67
87,2,1,1,1,153,2830000000.0,94333.33
115,3,1,1,1,119,5300000000.0,176666.67
49,1,0,0,1,123,2300000000.0,76666.67
40,0,0,1,0,112,650000000.0,21666.67
130,3,1,1,1,176,8000000000.0,266666.67
144,3,1,1,0,119,8000000000.0,266666.67
66,2,1,1,1,112,1585000000.0,52833.33
53,1,1,1,1,158,2430000000.0,81000.0
88,2,1,1,1,27,3400000000.0,113333.33
105,2,1,1,1,158,3900000000.0,130000.0
90,2,1,1,1,124,6560000000.0,218666.67
125,2,1,1,1,38,11250000000.0,375000.0
75,2,1,1,1,178,2150000000.0,71666.67
170,3,1,1,1,106,17000000000.0,566666.67
204,3,1,1,1,45,32640000000.0,1088000.0
95,2,1,1,1,53,3600000000.0,120000.0
54,1,1,1,0,14,500000000.0,16666.67
98,2,1,1,1,147,3220000000.0,107333.33
90,2,1,1,1,53,3600000000.0,120000.0
97,2,1,1,1,53,3800000000.0,126666.67
71,2,1,1,1,41,2530000000.0,84333.33
150,3,1,1,1,151,12000000000.0,400000.0
116,3,1,1,1,119,8100000000.0,270000.0
120,2,1,1,1,136,8600000000.0,286666.67
79,2,1,1,1,153,2400000000.0,80000.0
79,2,1,1,1,153,3100000000.0,103333.33
135,2,1,1,1,40,10000000000.0,333333.33
110,2,1,1,1,153,3950000000.0,131666.67
75,2,1,1,0,147,1890000000.0,63000.0
110,3,1,1,1,147,4700000000.0,156666.67
87,2,1,1,1,153,3800000000.0,126666.67
75,2,1,1,1,123,3750000000.0,125000.0
108,2,1,1,1,153,3950000000.0,131666.67
110,2,1,1,1,27,5700000000.0,190000.0
100,2,1,1,1,147,5100000000.0,170000.0
63,1,1,1,1,112,1280000000.0,42666.67
140,3,1,1,1,151,9200000000.0,306666.67
72,2,1,1,0,158,2113000000.0,70433.33
73,2,1,1,0,158,2108000000.0,70266.67
145,3,1,1,1,38,12325000000.0,410833.33
75,2,1,1,0,109,2385000000.0,79500.0
92,2,1,1,1,176,6300000000.0,210000.0
80,2,1,1,1,169,2220000000.0,74000.0
127,2,1,1,1,44,8890000000.0,296333.33
66,2,1,1,1,112,1585000000.0,52833.33
74,2,1,1,1,176,3920000000.0,130666.67
105,3,1,1,1,116,1260000000.0,42000.0
112,3,1,1,0,116,1400000000.0,46666.67
120,2,1,1,1,151,7500000000.0,250000.0
123,3,1,1,1,118,500000000.0,16666.67
140,3,1,1,1,151,10000000000.0,333333.33
63,1,1,1,1,123,3500000000.0,116666.67
56,1,1,1,1,123,1950000000.0,65000.0
105,2,1,1,1,53,4350000000.0,145000.0
97,2,1,1,1,176,5000000000.0,166666.67
140,3,1,1,1,76,9200000000.0,306666.67
60,2,1,1,0,27,1650000000.0,55000.0
100,2,1,1,1,118,500000000.0,16666.67
54,1,0,1,1,123,2000000000.0,66666.67
90,2,1,1,1,44,6000000000.0,200000.0
92,2,1,1,1,53,3950000000.0,131666.67
65,2,0,1,0,53,1900000000.0,63333.33
76,2,1,1,1,14,896000000.0,29866.67
72,2,1,1,1,158,2600000000.0,86666.67
135,3,1,1,1,51,11500000000.0,383333.33
54,1,0,1,1,123,2000000000.0,66666.67
87,2,1,1,1,118,500000000.0,16666.67
255,3,1,1,1,51,26000000000.0,866666.67
100,2,1,1,0,176,4300000000.0,143333.33
194,2,1,1,1,106,19845000000.0,661500.0
600,2,1,1,1,124,9150000000.0,305000.0
160,3,1,1,1,136,13500000000.0,450000.0
98,2,1,1,1,58,6958000000.0,231933.33
133,3,0,0,0,14,1600000000.0,53333.33
108,2,1,1,1,153,5616000000.0,187200.0
76,2,1,1,1,147,2800000000.0,93333.33
73,2,1,1,1,132,1230000000.0,41000.0
76,2,1,1,1,162,3150000000.0,105000.0
80,2,1,1,1,162,3680000000.0,122666.67
92,2,1,1,1,58,6600000000.0,220000.0
130,2,1,1,1,124,8500000000.0,283333.33
71,2,1,1,1,21,1640000000.0,54666.67
56,1,1,1,1,152,1900000000.0,63333.33
105,2,1,1,1,118,890000000.0,29666.67
110,2,1,1,1,153,3750000000.0,125000.0
93,2,1,1,1,27,4370000000.0,145666.67
179,3,1,1,1,119,9645000000.0,321500.0
100,2,1,1,1,61,6200000000.0,206666.67
110,3,1,1,1,136,5200000000.0,173333.33
98,2,1,1,1,109,4850000000.0,161666.67
101,2,1,1,1,136,5550000000.0,185000.0
105,2,1,1,1,118,800000000.0,26666.67
157,3,1,1,1,69,9850000000.0,328333.33
180,3,1,1,1,119,9900000000.0,330000.0
90,2,1,1,1,127,1620000000.0,54000.0
97,2,1,1,1,118,760000000.0,25333.33
120,3,1,1,1,120,1272000000.0,42400.0
303,4,1,1,1,157,48000000000.0,1600000.0
60,1,1,1,1,176,3250000000.0,108333.33
245,5,1,1,1,38,14500000000.0,483333.33
100,2,1,1,1,118,790000000.0,26333.33
185,3,1,1,1,119,10750000000.0,358333.33
62,2,1,1,1,27,3500000000.0,116666.67
79,2,1,1,1,27,2999000000.0,99966.67
400,5,1,1,0,98,56000000000.0,1866666.67
200,3,1,1,1,168,5000000000.0,166666.67
105,2,1,1,1,118,860000000.0,28666.67
128,3,1,1,1,149,5700000000.0,190000.0
115,3,1,1,1,123,6670000000.0,222333.33
377,4,1,1,1,45,31668000000.0,1055600.0
77,2,1,1,0,27,2400000000.0,80000.0
190,3,1,1,1,123,11400000000.0,380000.0
65,1,1,1,1,152,1880000000.0,62666.67
97,2,1,1,1,123,4700000000.0,156666.67
130,3,1,1,1,176,7800000000.0,260000.0
133,3,1,1,1,40,8600000000.0,286666.67
143,3,1,1,1,109,4400000000.0,146666.67
76,2,1,1,1,27,4150000000.0,138333.33
155,3,1,1,1,153,5000000000.0,166666.67
97,2,1,1,1,118,760000000.0,25333.33
96,2,1,1,1,43,4200000000.0,140000.0
190,3,1,1,1,58,14000000000.0,466666.67
147,3,1,1,1,69,9100000000.0,303333.33
85,2,1,1,1,41,2800000000.0,93333.33
76,2,1,1,1,43,3600000000.0,120000.0
103,2,1,1,1,106,7000000000.0,233333.33
194,3,1,1,1,106,19858000000.0,661933.33
95,2,1,1,1,136,6200000000.0,206666.67
79,2,0,1,0,109,3200000000.0,106666.67
83,2,1,1,1,116,705500000.0,23516.67
70,2,1,1,1,162,2500000000.0,83333.33
87,2,1,1,1,106,4600000000.0,153333.33
87,2,0,1,1,118,500000000.0,16666.67
84,3,1,1,1,14,1554000000.0,51800.0
91,2,1,1,1,178,3100000000.0,103333.33
145,2,1,1,1,58,12000000000.0,400000.0
68,2,1,1,1,107,2450000000.0,81666.67
127,3,1,1,1,57,5588000000.0,186266.67
68,1,1,1,1,43,3100000000.0,103333.33
105,2,1,1,1,118,539000000.0,17966.67
89,2,1,1,1,152,3190000000.0,106333.33
82,2,1,1,1,112,2600000000.0,86666.67
65,1,1,1,0,123,2250000000.0,75000.0
80,2,1,1,1,61,4900000000.0,163333.33
145,3,1,1,1,106,14500000000.0,483333.33
235,3,1,1,1,106,20000000000.0,666666.67
192,3,1,1,1,78,33490000000.0,1116333.33
160,3,1,1,1,78,13120000000.0,437333.33
160,3,1,1,1,106,18400000000.0,613333.33
106,2,1,1,1,118,800000000.0,26666.67
75,2,0,1,1,154,620000000.0,20666.67
100,2,1,1,1,154,800000000.0,26666.67
58,1,1,1,1,43,2850000000.0,95000.0
97,2,1,1,1,118,770000000.0,25666.67
44,1,0,1,0,121,790000000.0,26333.33
108,2,1,1,1,58,9000000000.0,300000.0
87,2,1,1,1,12,550000000.0,18333.33
231,3,1,1,1,165,43197000000.0,1439900.0
120,3,1,1,1,120,1750000000.0,58333.33
103,2,1,1,1,136,5700000000.0,190000.0
78,2,0,0,0,116,455000000.0,15166.67
85,2,1,1,1,58,7200000000.0,240000.0
195,3,1,1,1,157,19500000000.0,650000.0
142,3,1,1,1,12,5500000000.0,183333.33
90,2,1,1,1,120,1315000000.0,43833.33
85,2,1,1,1,58,7300000000.0,243333.33
350,4,1,1,1,106,80500000000.0,2683333.33
210,4,1,1,1,106,21000000000.0,700000.0
87,2,1,1,1,118,890000000.0,29666.67
85,2,1,1,1,158,4400000000.0,146666.67
92,2,1,1,1,158,3990000000.0,133000.0
90,2,1,1,1,147,4150000000.0,138333.33
87,2,1,1,1,147,3050000000.0,101666.67
108,2,1,1,1,153,3450000000.0,115000.0
85,2,1,1,0,158,3400000000.0,113333.33
68,2,1,1,1,158,2200000000.0,73333.33
138,2,1,1,1,165,17250000000.0,575000.0
78,2,1,1,1,116,210000000.0,7000.0
94,2,1,1,1,127,1712000000.0,57066.67
168,3,1,1,1,15,16000000000.0,533333.33
100,2,1,1,1,106,6200000000.0,206666.67
100,2,1,1,1,8,6300000000.0,210000.0
44,1,0,1,0,117,1030000000.0,34333.33
300,3,0,0,0,88,27000000000.0,900000.0
280,4,1,1,1,157,30800000000.0,1026666.67
65,2,1,1,1,153,2760000000.0,92000.0
180,3,1,1,1,8,13500000000.0,450000.0
176,2,1,1,0,72,2800000000.0,93333.33
83,2,1,1,1,27,3859000000.0,128633.33
300,4,1,1,1,51,37000000000.0,1233333.33
68,2,0,1,0,121,1380000000.0,46000.0
220,3,1,1,1,15,35000000000.0,1166666.67
140,3,1,1,1,14,1484000000.0,49466.67
290,4,1,1,1,51,36000000000.0,1200000.0
75,2,0,1,1,77,862500000.0,28750.0
133,3,1,1,1,41,8000000000.0,266666.67
87,2,1,1,1,1,5655000000.0,188500.0
60,2,0,1,1,121,1500000000.0,50000.0
110,2,1,1,1,118,535000000.0,17833.33
149,3,1,1,1,153,8642000000.0,288066.67
238,3,1,1,1,157,42840000000.0,1428000.0
90,2,1,1,1,123,3500000000.0,116666.67
100,2,1,1,1,127,1850000000.0,61666.67
94,2,1,1,1,27,4512000000.0,150400.0
80,2,1,1,1,117,3360000000.0,112000.0
55,2,0,0,0,117,1280000000.0,42666.67
114,3,1,1,1,136,6800000000.0,226666.67
75,2,1,1,0,147,1890000000.0,63000.0
146,3,1,1,1,69,7600000000.0,253333.33
70,2,1,1,0,123,2280000000.0,76000.0
86,2,1,1,1,12,4730000000.0,157666.67
69,1,0,1,1,120,2100000000.0,70000.0
60,1,1,1,1,153,3300000000.0,110000.0
101,2,1,1,1,120,3500000000.0,116666.67
97,2,1,1,1,66,2300000000.0,76666.67
105,2,1,1,1,65,3570000000.0,119000.0
110,2,1,1,0,136,12500000000.0,416666.67
75,2,1,1,1,123,2700000000.0,90000.0
110,2,1,1,1,123,6490000000.0,216333.33
149,3,1,1,0,98,9238000000.0,307933.33
105,2,1,1,1,128,5000000000.0,166666.67
110,2,1,1,1,120,3500000000.0,116666.67
69,2,1,1,1,121,1800000000.0,60000.0
190,3,1,1,1,87,13000000000.0,433333.33
160,2,1,1,1,176,8600000000.0,286666.67
67,2,0,1,1,121,2000000000.0,66666.67
121,2,1,1,1,101,5500000000.0,183333.33
105,2,1,1,1,62,7350000000.0,245000.0
83,2,1,1,0,153,2400000000.0,80000.0
62,1,0,1,1,121,1380000000.0,46000.0
55,1,1,1,1,121,1750000000.0,58333.33
88,2,1,1,1,121,2450000000.0,81666.67
86,2,1,0,1,7,3000000000.0,100000.0
62,1,1,1,1,101,2250000000.0,75000.0
65,1,1,1,0,16,3100000000.0,103333.33
135,2,1,1,1,106,14850000000.0,495000.0
226,4,1,1,1,91,17000000000.0,566666.67
70,2,1,1,1,173,2030000000.0,67666.67
85,1,1,1,1,78,7100000000.0,236666.67
170,3,1,1,1,123,9350000000.0,311666.67
170,3,1,1,1,106,14000000000.0,466666.67
574,5,1,1,0,107,60000000000.0,2000000.0
360,4,1,1,1,106,38000000000.0,1266666.67
120,2,1,1,1,136,7300000000.0,243333.33
120,3,1,1,1,123,6660000000.0,222000.0
97,2,1,0,1,173,2330000000.0,77666.67
150,3,1,1,1,119,11456000000.0,381866.67
140,2,1,1,1,119,10500000000.0,350000.0
85,2,1,1,1,123,3300000000.0,110000.0
240,3,1,1,1,157,46000000000.0,1533333.33
120,3,1,1,1,118,670000000.0,22333.33
100,2,1,1,1,147,4700000000.0,156666.67
105,3,1,1,0,14,3400000000.0,113333.33
75,2,1,1,1,123,2980000000.0,99333.33
51,1,1,1,1,173,1380000000.0,46000.0
89,2,1,1,1,147,4100000000.0,136666.67
130,3,1,1,1,136,10500000000.0,350000.0
140,2,1,1,1,119,10000000000.0,333333.33
100,2,1,1,1,123,5650000000.0,188333.33
290,3,1,1,1,51,37000000000.0,1233333.33
290,4,1,1,1,51,34000000000.0,1133333.33
200,3,1,1,1,51,35000000000.0,1166666.67
200,3,1,1,1,15,34800000000.0,1160000.0
450,3,1,0,0,32,3850000000.0,128333.33
37,1,0,1,0,14,355000000.0,11833.33
140,3,1,1,1,58,8900000000.0,296666.67
150,3,1,1,1,139,5400000000.0,180000.0
465,2,1,0,0,32,3300000000.0,110000.0
160,3,1,1,1,58,9800000000.0,326666.67
403,5,1,0,0,14,13000000000.0,433333.33
165,2,1,1,1,114,1200000000.0,40000.0
405,5,1,1,0,14,11000000000.0,366666.67
400,5,1,1,0,14,11000000000.0,366666.67
87,2,1,1,1,118,550000000.0,18333.33
88,2,1,1,1,153,3100000000.0,103333.33
145,3,1,1,1,69,9000000000.0,300000.0
86,2,1,1,1,7,2924000000.0,97466.67
350,3,1,1,0,119,1000000000.0,33333.33
200,3,1,1,1,87,12000000000.0,400000.0
115,3,1,1,1,157,12650000000.0,421666.67
90,2,1,1,1,58,7000000000.0,233333.33
107,3,1,1,1,58,6420000000.0,214000.0
84,2,1,1,1,121,2688000000.0,89600.0
112,2,1,1,1,118,480000000.0,16000.0
114,2,1,1,1,120,3690000000.0,123000.0
120,3,1,1,1,118,650000000.0,21666.67
113,2,1,1,1,120,3800000000.0,126666.67
84,2,1,1,1,163,3100000000.0,103333.33
45,1,0,1,0,152,1580000000.0,52666.67
53,1,1,1,0,41,1920000000.0,64000.0
155,2,1,1,1,118,1900000000.0,63333.33
56,1,1,1,1,152,2450000000.0,81666.67
67,2,1,1,1,41,2380000000.0,79333.33
79,2,1,1,1,41,2600000000.0,86666.67
65,1,1,1,1,58,4225000000.0,140833.33
113,2,1,1,1,135,1550000000.0,51666.67
54,1,1,1,0,15,3500000000.0,116666.67
170,3,0,0,0,157,15700000000.0,523333.33
42,1,0,1,1,75,1050000000.0,35000.0
160,3,0,1,0,114,910000000.0,30333.33
56,1,1,1,1,123,2850000000.0,95000.0
75,2,1,1,1,135,1000000000.0,33333.33
80,2,1,1,0,135,750000000.0,25000.0
41,1,0,1,1,51,2530000000.0,84333.33
117,2,0,1,1,135,1580000000.0,52666.67
88,2,1,1,1,1,5600000000.0,186666.67
114,2,1,1,1,1,6700000000.0,223333.33
75,2,1,1,1,154,735000000.0,24500.0
160,3,1,1,1,14,3000000000.0,100000.0
87,2,1,1,1,1,5600000000.0,186666.67
104,2,1,1,1,1,3400000000.0,113333.33
90,2,0,1,0,154,665000000.0,22166.67
120,2,1,1,0,14,1800000000.0,60000.0
88,2,0,1,1,154,760000000.0,25333.33
76,2,1,1,1,1,3000000000.0,100000.0
85,2,1,1,1,158,3600000000.0,120000.0
71,2,0,1,0,109,2600000000.0,86666.67
200,3,1,1,1,69,14950000000.0,498333.33
104,2,1,0,1,7,4200000000.0,140000.0
165,3,1,1,1,15,20000000000.0,666666.67
82,2,1,1,1,1,3800000000.0,126666.67
115,2,1,1,1,58,8300000000.0,276666.67
350,5,1,1,1,58,35000000000.0,1166666.67
106,2,1,1,1,1,4500000000.0,150000.0
40,1,0,1,1,80,880000000.0,29333.33
130,2,1,1,1,58,12000000000.0,400000.0
46,1,1,1,0,75,750000000.0,25000.0
121,2,1,1,1,37,4840000000.0,161333.33
80,2,1,1,1,75,1500000000.0,50000.0
154,3,1,1,1,112,4000000000.0,133333.33
60,1,0,1,0,75,1020000000.0,34000.0
68,2,1,1,1,153,2300000000.0,76666.67
89,2,1,0,1,14,1100000000.0,36666.67
70,2,1,1,1,75,1600000000.0,53333.33
45,1,1,1,1,126,1300000000.0,43333.33
113,2,1,1,1,12,5080000000.0,169333.33
85,2,1,1,1,40,4200000000.0,140000.0
42,1,1,0,1,179,975000000.0,32500.0
108,2,1,1,1,152,4300000000.0,143333.33
82,2,1,1,1,123,2900000000.0,96666.67
76,2,1,0,1,123,4250000000.0,141666.67
68,2,1,1,1,153,2200000000.0,73333.33
79,2,1,1,1,123,3250000000.0,108333.33
71,2,1,1,1,123,2700000000.0,90000.0
73,2,1,1,1,123,3550000000.0,118333.33
89,2,1,1,1,154,1610000000.0,53666.67
85,2,1,1,1,147,2750000000.0,91666.67
96,2,1,1,1,41,3950000000.0,131666.67
95,2,1,1,1,14,1200000000.0,40000.0
60,2,1,1,1,123,2050000000.0,68333.33
88,2,0,0,1,116,485000000.0,16166.67
145,3,1,1,1,119,1450000000.0,48333.33
75,2,0,1,0,93,250000000.0,8333.33
145,3,1,1,1,61,7850000000.0,261666.67
105,3,1,1,1,112,2910000000.0,97000.0
100,2,0,1,0,175,2000000000.0,66666.67
67,2,1,1,1,53,2120000000.0,70666.67
78,2,1,0,1,75,2250000000.0,75000.0
125,2,1,1,1,58,12500000000.0,416666.67
91,2,1,1,1,152,3350000000.0,111666.67
195,3,1,1,1,58,19000000000.0,633333.33
87,2,0,0,1,118,585000000.0,19500.0
99,2,1,1,1,123,4200000000.0,140000.0
113,2,1,1,1,123,5100000000.0,170000.0
100,2,1,1,1,123,4300000000.0,143333.33
200,3,1,1,1,165,24000000000.0,800000.0
106,2,1,1,1,118,560000000.0,18666.67
105,2,1,1,1,152,3750000000.0,125000.0
228,3,1,1,1,165,20292000000.0,676400.0
75,2,1,1,1,152,3650000000.0,121666.67
84,3,1,1,1,152,3050000000.0,101666.67
90,2,1,1,1,147,3150000000.0,105000.0
66,2,1,0,1,112,1580000000.0,52666.67
130,3,1,1,1,110,7800000000.0,260000.0
101,2,1,1,1,27,4700000000.0,156666.67
103,2,0,1,0,152,3220000000.0,107333.33
60,2,1,1,0,121,1450000000.0,48333.33
123,2,1,1,1,120,360000000.0,12000.0
70,2,1,1,1,123,2700000000.0,90000.0
177,3,1,1,1,157,21700000000.0,723333.33
230,3,1,1,1,51,22000000000.0,733333.33
105,2,1,1,1,118,540000000.0,18000.0
87,2,0,0,1,118,810000000.0,27000.0
104,2,1,1,1,118,590000000.0,19666.67
105,2,1,1,1,118,555000000.0,18500.0
310,3,1,1,1,45,45500000000.0,1516666.67
108,2,1,1,1,164,4550000000.0,151666.67
105,2,1,1,1,118,540000000.0,18000.0
75,2,1,1,0,27,2750000000.0,91666.67
108,2,1,1,1,164,4130000000.0,137666.67
105,2,1,1,1,118,550000000.0,18333.33
116,2,1,1,1,153,5050000000.0,168333.33
43,1,1,1,1,164,1800000000.0,60000.0
64,2,0,1,0,75,920000000.0,30666.67
48,1,1,1,0,142,1048000000.0,34933.33
134,3,1,1,1,14,1100000000.0,36666.67
134,3,1,1,1,14,1100000000.0,36666.67
100,2,0,0,0,118,650000000.0,21666.67
230,3,1,1,1,51,20700000000.0,690000.0
238,3,1,1,1,157,46900000000.0,1563333.33
48,1,1,1,0,142,995000000.0,33166.67
270,5,1,1,0,15,14500000000.0,483333.33
105,2,0,1,0,14,1100000000.0,36666.67
105,2,1,1,1,118,550000000.0,18333.33
86,2,1,1,1,118,780000000.0,26000.0
130,3,1,1,1,163,6760000000.0,225333.33
87,2,1,1,1,118,960000000.0,32000.0
80,2,0,1,0,154,1200000000.0,40000.0
112,2,1,1,1,176,5600000000.0,186666.67
120,2,1,1,0,118,1800000000.0,60000.0
125,2,1,1,1,118,2100000000.0,70000.0
100,2,1,1,1,121,2600000000.0,86666.67
123,3,1,1,1,41,5600000000.0,186666.67
100,2,1,1,1,121,4000000000.0,133333.33
88,2,1,1,1,109,2980000000.0,99333.33
87,2,1,1,1,118,720000000.0,24000.0
66,2,1,0,1,112,1580000000.0,52666.67
85,2,1,1,1,118,730000000.0,24333.33
84,2,0,1,0,143,2600000000.0,86666.67
110,2,1,1,1,176,5700000000.0,190000.0
170,3,1,1,1,106,22100000000.0,736666.67
220,3,1,1,1,106,19800000000.0,660000.0
101,2,1,1,1,176,5500000000.0,183333.33
100,2,1,1,1,58,6800000000.0,226666.67
193,3,1,1,1,87,13000000000.0,433333.33
45,1,0,1,0,14,395000000.0,13166.67
86,2,1,0,1,121,2050000000.0,68333.33
138,3,1,1,1,72,1690000000.0,56333.33
100,2,0,1,0,175,2000000000.0,66666.67
55,1,1,1,1,136,4000000000.0,133333.33
100,2,1,1,1,58,8200000000.0,273333.33
108,2,1,1,1,120,3024000000.0,100800.0
94,2,1,1,1,58,8350000000.0,278333.33
101,2,1,1,1,58,8800000000.0,293333.33
101,2,1,1,1,58,8500000000.0,283333.33
99,1,1,1,1,58,8400000000.0,280000.0
97,2,1,1,1,151,7500000000.0,250000.0
126,2,1,1,1,58,11500000000.0,383333.33
105,2,1,1,1,118,525000000.0,17500.0
101,2,1,1,1,178,3345000000.0,111500.0
100,2,1,1,1,58,8300000000.0,276666.67
90,2,1,1,1,154,990000000.0,33000.0
146,3,1,1,1,136,10800000000.0,360000.0
90,3,1,1,0,142,2550000000.0,85000.0
60,2,0,1,0,150,1680000000.0,56000.0
130,3,1,1,1,151,14300000000.0,476666.67
85,2,1,1,0,7,2700000000.0,90000.0
80,1,0,1,0,154,560000000.0,18666.67
132,3,1,1,1,119,9900000000.0,330000.0
115,2,1,1,1,178,4600000000.0,153333.33
70,2,0,1,0,121,1550000000.0,51666.67
145,3,1,1,1,121,3900000000.0,130000.0
88,2,1,1,1,123,2980000000.0,99333.33
54,1,0,1,0,25,830000000.0,27666.67
65,2,1,1,0,121,1650000000.0,55000.0
70,1,1,1,0,37,2000000000.0,66666.67
63,1,1,1,1,112,1380000000.0,46000.0
190,3,1,1,1,165,13000000000.0,433333.33
57,1,1,1,1,126,1200000000.0,40000.0
144,3,1,1,1,157,12000000000.0,400000.0
85,2,1,1,1,147,3450000000.0,115000.0
65,2,0,1,1,163,2000000000.0,66666.67
88,3,0,0,1,116,520000000.0,17333.33
74,2,1,1,1,35,4100000000.0,136666.67
76,2,0,0,0,116,365000000.0,12166.67
88,2,0,0,1,116,580000000.0,19333.33
49,1,1,1,1,123,2694000000.0,89800.0
287,5,1,1,0,180,57500000000.0,1916666.67
95,2,1,1,0,123,3900000000.0,130000.0
65,1,1,1,1,7,1690000000.0,56333.33
86,2,1,1,1,106,5580000000.0,186000.0
86,2,1,1,1,78,5500000000.0,183333.33
90,2,1,1,1,63,690000000.0,23000.0
62,2,1,1,0,44,3300000000.0,110000.0
157,3,1,1,1,58,13600000000.0,453333.33
90,2,1,1,1,168,690000000.0,23000.0
190,3,1,1,1,58,15500000000.0,516666.67
90,2,1,1,1,128,1315000000.0,43833.33
150,3,1,1,1,58,11000000000.0,366666.67
70,2,1,1,1,154,735000000.0,24500.0
91,2,1,1,1,181,3000000000.0,100000.0
155,3,1,1,1,58,14700000000.0,490000.0
245,3,1,1,1,106,21560000000.0,718666.67
120,2,1,1,1,153,5000000000.0,166666.67
150,2,1,1,1,58,13000000000.0,433333.33
65,2,1,1,0,153,2250000000.0,75000.0
106,2,1,1,1,153,3900000000.0,130000.0
100,2,1,1,1,58,8400000000.0,280000.0
125,2,1,1,1,58,11000000000.0,366666.67
57,1,1,1,1,53,1890000000.0,63000.0
160,3,1,1,1,106,16800000000.0,560000.0
43,1,0,1,1,25,1200000000.0,40000.0
115,3,1,1,1,53,3500000000.0,116666.67
80,2,1,1,1,53,2900000000.0,96666.67
93,2,1,1,1,158,4600000000.0,153333.33
65,2,1,0,1,126,2050000000.0,68333.33
90,2,1,1,1,158,3000000000.0,100000.0
200,2,1,1,0,14,2000000000.0,66666.67
135,3,1,1,1,151,9000000000.0,300000.0
63,2,0,1,0,20,1340000000.0,44666.67
53,1,1,1,1,20,1500000000.0,50000.0
50,1,0,1,0,126,810000000.0,27000.0
72,2,1,1,0,126,1615000000.0,53833.33
148,3,1,1,1,136,12500000000.0,416666.67
80,2,1,1,1,20,2480000000.0,82666.67
60,2,1,1,1,14,950000000.0,31666.67
102,2,1,1,1,151,9898000000.0,329933.33
95,2,1,1,1,98,5500000000.0,183333.33
83,2,1,1,1,129,1700000000.0,56666.67
95,2,1,1,1,58,8300000000.0,276666.67
83,2,1,1,1,142,2300000000.0,76666.67
60,1,1,1,1,108,875000000.0,29166.67
65,2,1,1,1,75,1400000000.0,46666.67
90,2,1,1,1,58,8200000000.0,273333.33
200,3,1,1,1,69,14000000000.0,466666.67
53,1,1,1,1,75,1420000000.0,47333.33
43,1,1,1,1,25,1250000000.0,41666.67
97,2,1,1,1,158,3880000000.0,129333.33
42,1,1,0,1,75,960000000.0,32000.0
120,2,1,1,1,1,3880000000.0,129333.33
97,2,1,1,1,143,3580000000.0,119333.33
97,2,1,1,1,158,3500000000.0,116666.67
90,2,1,1,1,158,3280000000.0,109333.33
97,2,1,1,1,27,3600000000.0,120000.0
90,2,1,1,1,158,3680000000.0,122666.67
198,3,1,1,1,58,13500000000.0,450000.0
929,5,1,1,0,155,80000000000.0,2666666.67
90,2,1,1,1,123,4680000000.0,156000.0
150,3,1,1,1,123,9400000000.0,313333.33
136,3,1,1,1,158,6200000000.0,206666.67
120,2,1,1,1,158,4100000000.0,136666.67
90,2,1,1,1,123,3520000000.0,117333.33
550,3,1,1,0,3,4500000000.0,150000.0
50,1,1,1,1,123,2500000000.0,83333.33
90,2,1,1,1,98,6000000000.0,200000.0
55,1,1,1,1,123,2300000000.0,76666.67
75,2,1,1,1,75,2350000000.0,78333.33
47,1,1,1,1,123,2100000000.0,70000.0
65,2,1,1,0,123,2250000000.0,75000.0
420,4,1,1,1,165,92400000000.0,3080000.0
124,3,1,1,1,158,5950000000.0,198333.33
86,2,1,1,1,123,4250000000.0,141666.67
70,1,1,1,1,123,3100000000.0,103333.33
181,3,1,1,1,157,13600000000.0,453333.33
68,2,1,1,0,123,2230000000.0,74333.33
85,2,1,1,1,172,1250000000.0,41666.67
67,2,1,1,1,123,2600000000.0,86666.67
72,1,1,1,1,113,4500000000.0,150000.0
145,3,1,1,1,27,6150000000.0,205000.0
116,2,1,1,1,151,9860000000.0,328666.67
65,1,1,1,1,109,2700000000.0,90000.0
125,2,1,1,1,113,9300000000.0,310000.0
143,3,1,1,1,136,11200000000.0,373333.33
150,3,1,1,1,136,14800000000.0,493333.33
88,2,1,1,1,158,2560000000.0,85333.33
380,4,1,1,1,45,50000000000.0,1666666.67
95,2,1,1,1,112,2990000000.0,99666.67
58,1,1,1,1,152,2850000000.0,95000.0
190,3,1,1,1,51,25000000000.0,833333.33
120,2,1,1,1,44,7700000000.0,256666.67
130,3,1,1,1,174,7500000000.0,250000.0
85,2,1,1,0,123,2800000000.0,93333.33
100,2,1,1,0,72,1100000000.0,36666.67
115,2,1,1,1,58,9500000000.0,316666.67
76,2,1,1,1,147,2480000000.0,82666.67
125,2,1,1,1,123,6000000000.0,200000.0
110,2,1,1,1,123,3900000000.0,130000.0
96,2,1,1,1,123,4150000000.0,138333.33
75,2,1,1,0,72,1250000000.0,41666.67
105,2,1,1,1,27,4300000000.0,143333.33
160,3,1,1,1,69,7000000000.0,233333.33
76,2,1,1,1,75,1800000000.0,60000.0
290,4,1,1,1,165,15950000000.0,531666.67
110,2,0,1,1,155,5550000000.0,185000.0
198,4,1,1,0,14,5200000000.0,173333.33
105,2,1,1,1,14,1930000000.0,64333.33
90,2,1,1,1,72,1098000000.0,36600.0
