Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
84,2,1,1,1,118,540000000.0,18000.0
84,2,1,1,1,118,550000000.0,18333.33
80,2,1,1,0,109,3250000000.0,108333.33
863,2,1,1,1,58,7830000000.0,261000.0
125,2,1,1,1,78,8700000000.0,290000.0
65,2,1,1,1,123,2350000000.0,78333.33
105,2,1,1,1,158,5300000000.0,176666.67
170,3,1,1,1,51,18700000000.0,623333.33
230,3,1,1,1,44,19300000000.0,643333.33
200,3,1,1,1,119,22000000000.0,733333.33
150,3,1,1,1,119,13000000000.0,433333.33
93,2,1,1,1,27,4650000000.0,155000.0
110,2,1,1,1,27,4500000000.0,150000.0
415,5,1,1,1,106,53950000000.0,1798333.33
95,2,1,1,1,136,5700000000.0,190000.0
128,3,1,1,1,44,8960000000.0,298666.67
140,2,1,1,1,136,8400000000.0,280000.0
86,2,1,1,1,158,3200000000.0,106666.67
70,2,1,1,1,136,3900000000.0,130000.0
173,3,1,1,1,41,9515000000.0,317166.67
72,2,1,1,1,158,3150000000.0,105000.0
73,2,1,1,1,136,3900000000.0,130000.0
75,1,1,1,1,27,3200000000.0,106666.67
67,2,1,1,1,153,2200000000.0,73333.33
68,2,1,1,1,41,2700000000.0,90000.0
88,2,1,1,1,118,1900000000.0,63333.33
111,2,1,1,1,136,5661000000.0,188700.0
98,2,1,1,0,153,3750000000.0,125000.0
62,2,1,1,1,153,2750000000.0,91666.67
80,2,1,1,1,27,4240000000.0,141333.33
200,4,1,1,1,136,15000000000.0,500000.0
210,4,1,1,1,136,15500000000.0,516666.67
162,3,1,1,1,151,12150000000.0,405000.0
150,3,1,1,1,44,12000000000.0,400000.0
82,2,1,1,1,118,1100000000.0,36666.67
130,3,1,1,1,119,11100000000.0,370000.0
76,2,1,1,1,136,4000000000.0,133333.33
96,2,1,1,1,151,4800000000.0,160000.0
103,2,1,1,1,136,5200000000.0,173333.33
135,3,1,0,1,136,8700000000.0,290000.0
140,2,1,1,1,151,12600000000.0,420000.0
165,3,1,1,1,151,14800000000.0,493333.33
120,2,1,1,1,154,1050000000.0,35000.0
160,2,1,1,1,118,2000000000.0,66666.67
150,3,1,1,1,58,9000000000.0,300000.0
51,1,0,1,1,121,1300000000.0,43333.33
75,1,1,1,1,44,3900000000.0,130000.0
180,3,1,1,1,41,9900000000.0,330000.0
93,2,1,1,1,154,1181100000.0,39370.0
84,2,1,1,1,154,1150800000.0,38360.0
92,2,0,1,1,154,1012000000.0,33733.33
105,2,1,1,1,154,1365000000.0,45500.0
67,2,1,1,0,27,2400000000.0,80000.0
100,2,1,1,1,44,5500000000.0,183333.33
170,3,1,1,1,119,10800000000.0,360000.0
162,3,1,1,1,119,7600000000.0,253333.33
43,1,1,1,1,152,2080000000.0,69333.33
150,3,1,1,1,58,12500000000.0,416666.67
245,3,1,1,1,51,22050000000.0,735000.0
93,2,1,1,1,109,4140000000.0,138000.0
60,1,1,1,1,120,295000000.0,9833.33
128,3,1,1,1,58,9300000000.0,310000.0
87,2,1,1,1,118,795000000.0,26500.0
100,2,1,1,1,69,5500000000.0,183333.33
124,2,1,1,1,69,7040000000.0,234666.67
156,3,1,1,1,1,9400000000.0,313333.33
171,3,1,1,1,58,14000000000.0,466666.67
58,2,1,1,0,27,2080000000.0,69333.33
88,2,1,1,1,13,2024000000.0,67466.67
190,3,1,1,1,106,24700000000.0,823333.33
61,1,1,1,0,27,2180000000.0,72666.67
165,3,1,1,1,106,17200000000.0,573333.33
235,3,1,1,1,58,26500000000.0,883333.33
87,2,1,1,1,118,670000000.0,22333.33
121,3,1,1,1,118,630000000.0,21000.0
105,2,1,1,1,118,955000000.0,31833.33
100,3,1,1,1,118,500000000.0,16666.67
105,2,1,1,1,118,980000000.0,32666.67
69,2,1,1,1,147,2050000000.0,68333.33
115,2,1,1,1,151,13000000000.0,433333.33
157,3,1,1,1,151,18500000000.0,616666.67
145,3,1,1,1,69,7541000000.0,251366.67
160,3,1,1,1,157,10700000000.0,356666.67
261,4,1,1,1,165,26000000000.0,866666.67
145,3,1,1,1,165,11000000000.0,366666.67
51,1,0,1,1,121,1275000000.0,42500.0
87,2,1,1,1,118,490000000.0,16333.33
116,2,1,1,1,37,4350000000.0,145000.0
95,2,1,1,1,75,2280000000.0,76000.0
75,2,1,1,1,75,2250000000.0,75000.0
86,2,1,1,1,85,1978000000.0,65933.33
95,2,1,1,1,123,4200000000.0,140000.0
88,2,1,1,1,166,2024000000.0,67466.67
93,2,1,1,1,11,2139000000.0,71300.0
70,2,1,1,1,13,1630000000.0,54333.33
140,3,1,1,1,136,9800000000.0,326666.67
81,2,1,1,1,27,4000000000.0,133333.33
109,2,1,1,1,152,3500000000.0,116666.67
122,2,1,1,1,15,7000000000.0,233333.33
70,1,1,1,1,27,3100000000.0,103333.33
60,1,1,1,1,153,2450000000.0,81666.67
53,1,1,1,0,41,1920000000.0,64000.0
45,1,0,0,0,112,1200000000.0,40000.0
58,1,1,1,0,123,1900000000.0,63333.33
140,3,1,1,1,37,4400000000.0,146666.67
100,2,1,1,1,87,3580000000.0,119333.33
96,2,1,1,1,19,3750000000.0,125000.0
79,2,1,1,1,41,2850000000.0,95000.0
125,3,1,1,1,120,3750000000.0,125000.0
75,2,1,1,1,109,3050000000.0,101666.67
145,2,1,1,1,19,4500000000.0,150000.0
102,2,1,1,0,128,4520000000.0,150666.67
115,2,1,1,1,171,4350000000.0,145000.0
140,3,1,1,1,120,8500000000.0,283333.33
66,1,1,1,1,123,3300000000.0,110000.0
161,3,1,1,1,120,8350000000.0,278333.33
102,2,1,1,1,120,4500000000.0,150000.0
145,4,1,1,1,120,5100000000.0,170000.0
95,2,1,1,1,147,2970000000.0,99000.0
78,2,1,1,1,116,460000000.0,15333.33
90,2,1,1,1,41,3150000000.0,105000.0
66,1,1,1,0,112,1090000000.0,36333.33
48,1,1,1,1,75,810000000.0,27000.0
85,2,1,1,1,152,3200000000.0,106666.67
63,1,1,1,1,142,2000000000.0,66666.67
105,2,1,1,1,37,1035000000.0,34500.0
55,1,1,1,0,85,1090000000.0,36333.33
103,2,1,1,1,108,1035000000.0,34500.0
155,3,1,1,1,151,10000000000.0,333333.33
101,2,1,1,1,168,1035000000.0,34500.0
106,2,1,1,0,72,1245000000.0,41500.0
100,2,1,1,1,120,1035000000.0,34500.0
77,2,1,1,1,152,2650000000.0,88333.33
66,2,1,1,1,27,2700000000.0,90000.0
105,3,1,1,1,147,3600000000.0,120000.0
118,2,1,1,1,152,3900000000.0,130000.0
151,3,1,1,1,154,1510000000.0,50333.33
86,2,1,1,1,118,500000000.0,16666.67
85,2,1,1,1,118,600000000.0,20000.0
86,2,1,1,1,118,750000000.0,25000.0
86,2,1,1,1,118,600000000.0,20000.0
75,2,1,1,1,27,3300000000.0,110000.0
200,3,1,1,1,51,20000000000.0,666666.67
46,1,1,1,0,14,450000000.0,15000.0
98,2,1,1,1,118,570000000.0,19000.0
90,2,1,1,1,165,6700000000.0,223333.33
70,2,1,1,1,158,2950000000.0,98333.33
40,1,1,1,1,14,350000000.0,11666.67
58,1,1,1,1,107,2750000000.0,91666.67
90,2,1,1,1,12,4590000000.0,153000.0
78,2,1,1,1,41,3300000000.0,110000.0
200,3,1,1,1,106,20000000000.0,666666.67
82,2,1,1,1,40,4200000000.0,140000.0
115,3,1,1,1,58,7485000000.0,249500.0
125,2,1,1,1,38,11250000000.0,375000.0
107,2,1,1,1,119,9200000000.0,306666.67
55,1,0,1,0,80,850000000.0,28333.33
50,1,1,1,1,142,1500000000.0,50000.0
75,2,1,1,1,118,60000000.0,2000.0
420,5,1,1,0,14,11000000000.0,366666.67
225,4,1,1,0,14,5500000000.0,183333.33
230,3,1,1,1,69,13800000000.0,460000.0
147,3,1,1,1,45,11500000000.0,383333.33
97,2,1,1,1,118,900000000.0,30000.0
145,3,1,1,1,38,12300000000.0,410000.0
50,1,1,1,0,101,1750000000.0,58333.33
117,2,1,1,1,69,6100000000.0,203333.33
72,1,1,1,0,14,730000000.0,24333.33
161,3,1,1,1,40,13000000000.0,433333.33
400,5,1,1,1,44,18500000000.0,616666.67
230,3,1,1,1,51,23000000000.0,766666.67
170,3,1,1,1,69,7950000000.0,265000.0
58,1,1,1,1,153,2050000000.0,68333.33
57,1,1,1,1,152,1950000000.0,65000.0
115,3,1,1,1,51,8100000000.0,270000.0
50,1,1,1,1,121,1200000000.0,40000.0
84,2,1,1,0,116,850000000.0,28333.33
78,2,0,1,0,154,580000000.0,19333.33
64,2,1,1,0,14,960000000.0,32000.0
113,2,1,1,1,123,6500000000.0,216666.67
175,3,1,1,1,69,9450000000.0,315000.0
111,2,1,1,1,69,6050000000.0,201666.67
128,3,1,1,1,69,6500000000.0,216666.67
200,4,1,1,1,58,14000000000.0,466666.67
131,2,1,1,1,136,7980000000.0,266000.0
105,3,1,1,1,69,6000000000.0,200000.0
87,2,1,1,1,118,650000000.0,21666.67
61,2,1,1,0,142,1100000000.0,36666.67
140,3,1,1,1,113,6300000000.0,210000.0
185,3,1,1,1,159,9000000000.0,300000.0
122,2,1,1,1,136,7900000000.0,263333.33
69,2,1,1,1,98,3795000000.0,126500.0
95,2,1,1,1,123,6700000000.0,223333.33
90,2,1,1,1,2,4000000000.0,133333.33
57,1,1,1,1,112,1600000000.0,53333.33
400,3,1,1,0,12,2000000000.0,66666.67
81,2,1,1,0,14,1109700000.0,36990.0
94,2,1,1,1,14,1250000000.0,41666.67
134,2,1,1,1,77,1608000000.0,53600.0
74,2,0,0,1,116,315000000.0,10500.0
44,1,1,1,0,14,585000000.0,19500.0
100,2,1,1,1,126,3250000000.0,108333.33
175,3,1,1,1,151,9300000000.0,310000.0
54,2,1,1,0,152,1850000000.0,61666.67
96,2,1,1,1,13,2210000000.0,73666.67
90,2,1,1,1,80,2400000000.0,80000.0
90,2,1,1,1,152,3170000000.0,105666.67
68,2,0,0,0,80,1100000000.0,36666.67
68,2,0,0,0,80,1100000000.0,36666.67
90,2,1,1,1,152,3200000000.0,106666.67
97,2,1,1,1,123,4700000000.0,156666.67
78,2,1,1,0,123,2730000000.0,91000.0
125,3,1,1,1,152,5550000000.0,185000.0
97,2,1,1,1,51,5950000000.0,198333.33
100,2,1,1,1,51,6200000000.0,206666.67
63,2,1,1,1,53,2100000000.0,70000.0
57,1,1,1,1,123,2000000000.0,66666.67
80,2,1,1,1,132,1390000000.0,46333.33
88,2,1,1,1,132,1574000000.0,52466.67
94,2,1,1,1,132,1712000000.0,57066.67
109,3,1,1,1,53,4230000000.0,141000.0
78,2,1,1,1,69,3300000000.0,110000.0
250,3,1,1,1,106,32500000000.0,1083333.33
140,3,1,1,1,69,6800000000.0,226666.67
100,2,1,1,1,118,500000000.0,16666.67
95,2,1,1,1,147,3150000000.0,105000.0
85,2,1,1,1,116,1150000000.0,38333.33
83,2,1,1,1,42,2575000000.0,85833.33
100,2,1,1,1,119,5500000000.0,183333.33
60,2,1,1,1,119,3450000000.0,115000.0
82,2,1,1,1,101,3050000000.0,101666.67
150,3,1,1,1,25,2800000000.0,93333.33
49,1,1,1,0,72,460000000.0,15333.33
216,4,1,1,0,14,5700000000.0,190000.0
77,2,0,0,0,116,440000000.0,14666.67
63,1,1,1,1,147,2080000000.0,69333.33
125,3,1,1,0,116,1300000000.0,43333.33
45,1,1,1,1,41,1900000000.0,63333.33
135,3,1,1,1,124,7500000000.0,250000.0
80,2,1,0,1,124,4700000000.0,156666.67
155,3,1,1,1,58,9800000000.0,326666.67
125,3,1,1,1,123,6300000000.0,210000.0
95,2,1,1,1,124,6250000000.0,208333.33
85,2,1,1,1,124,4500000000.0,150000.0
110,2,1,1,1,124,8100000000.0,270000.0
680,5,1,1,0,44,81600000000.0,2720000.0
63,1,1,1,1,147,2350000000.0,78333.33
60,1,1,1,1,136,3600000000.0,120000.0
210,3,1,1,1,58,14000000000.0,466666.67
145,3,1,1,1,58,11600000000.0,386666.67
171,3,1,1,1,76,8900000000.0,296666.67
55,1,1,1,1,41,1830000000.0,61000.0
140,3,1,1,1,76,7700000000.0,256666.67
147,3,1,1,1,76,8700000000.0,290000.0
83,2,1,1,1,147,2400000000.0,80000.0
105,2,1,1,1,118,514000000.0,17133.33
55,1,1,1,1,41,2000000000.0,66666.67
750,5,1,1,1,91,75000000000.0,2500000.0
62,2,1,1,1,123,2100000000.0,70000.0
55,1,1,1,1,120,1900000000.0,63333.33
75,2,1,1,0,153,1950000000.0,65000.0
95,2,1,1,1,153,4200000000.0,140000.0
89,2,1,1,1,27,3620000000.0,120666.67
202,3,1,1,1,7,7474000000.0,249133.33
51,1,1,1,0,158,1720000000.0,57333.33
400,1,1,0,0,146,3000000000.0,100000.0
145,3,1,1,1,123,7600000000.0,253333.33
115,3,1,1,1,123,5000000000.0,166666.67
130,3,1,1,1,151,8450000000.0,281666.67
62,1,0,1,0,126,950000000.0,31666.67
94,2,1,1,1,147,3160000000.0,105333.33
87,2,1,1,1,118,726000000.0,24200.0
51,2,0,1,1,85,1050000000.0,35000.0
95,2,1,1,1,147,2870000000.0,95666.67
80,2,1,1,1,75,2150000000.0,71666.67
145,3,1,1,1,123,4300000000.0,143333.33
155,3,1,1,1,151,9300000000.0,310000.0
88,2,1,1,1,43,3940000000.0,131333.33
175,3,1,1,1,58,15225000000.0,507500.0
94,2,1,1,1,152,4700000000.0,156666.67
89,2,1,1,1,44,3300000000.0,110000.0
62,2,1,1,0,119,3400000000.0,113333.33
136,3,1,1,1,123,7550000000.0,251666.67
60,1,1,1,1,53,2450000000.0,81666.67
120,3,1,1,1,158,5000000000.0,166666.67
137,3,1,1,1,114,1750000000.0,58333.33
160,3,1,1,1,151,12500000000.0,416666.67
110,2,1,1,1,136,8800000000.0,293333.33
71,2,1,1,0,14,940000000.0,31333.33
155,3,1,1,1,151,10000000000.0,333333.33
80,2,1,1,0,14,1110000000.0,37000.0
84,3,1,1,1,14,1590000000.0,53000.0
77,2,1,1,1,58,5544000000.0,184800.0
74,2,1,1,1,152,4100000000.0,136666.67
130,3,1,1,1,147,5400000000.0,180000.0
70,2,1,1,1,158,2400000000.0,80000.0
75,2,0,1,1,116,389000000.0,12966.67
83,2,1,0,1,119,5000000000.0,166666.67
65,1,1,1,1,27,3500000000.0,116666.67
62,1,0,1,0,126,1100000000.0,36666.67
140,3,1,1,1,168,1484000000.0,49466.67
235,3,1,1,1,58,25900000000.0,863333.33
102,2,1,1,1,58,8100000000.0,270000.0
138,3,1,1,1,77,1242000000.0,41400.0
49,1,1,1,0,14,380000000.0,12666.67
250,3,1,1,0,106,45000000000.0,1500000.0
48,1,1,1,0,142,995000000.0,33166.67
68,2,1,1,0,121,1550000000.0,51666.67
128,3,1,1,1,94,5200000000.0,173333.33
60,1,1,1,1,121,1380000000.0,46000.0
85,2,1,1,1,109,3200000000.0,106666.67
85,2,1,1,1,72,565000000.0,18833.33
78,2,1,0,0,72,550000000.0,18333.33
38,1,1,1,0,121,850000000.0,28333.33
92,2,1,0,1,121,2760000000.0,92000.0
95,2,1,1,1,152,4650000000.0,155000.0
105,3,1,1,1,41,3900000000.0,130000.0
92,2,0,0,1,118,550000000.0,18333.33
76,2,1,1,0,153,2400000000.0,80000.0
85,2,1,1,1,172,1250000000.0,41666.67
161,3,1,1,1,58,15350000000.0,511666.67
85,2,1,1,1,172,1250000000.0,41666.67
50,1,1,0,1,129,750000000.0,25000.0
78,2,1,1,1,153,2650000000.0,88333.33
54,1,1,1,1,41,2150000000.0,71666.67
100,2,1,1,1,147,3800000000.0,126666.67
100,2,1,1,1,41,3500000000.0,116666.67
110,3,1,1,1,75,2330000000.0,77666.67
57,1,1,1,1,41,2050000000.0,68333.33
63,2,1,1,0,14,870000000.0,29000.0
100,2,1,1,1,112,3600000000.0,120000.0
80,1,0,1,0,154,560000000.0,18666.67
115,2,1,1,1,41,4200000000.0,140000.0
68,1,1,1,0,153,1950000000.0,65000.0
75,2,1,1,1,41,2350000000.0,78333.33
48,1,1,1,0,153,1900000000.0,63333.33
75,2,1,1,0,153,2450000000.0,81666.67
115,2,1,1,1,152,5000000000.0,166666.67
106,2,1,1,1,41,3500000000.0,116666.67
56,1,1,1,1,41,1980000000.0,66000.0
58,1,1,1,1,41,2080000000.0,69333.33
95,2,1,1,1,27,3700000000.0,123333.33
50,1,1,1,1,153,1900000000.0,63333.33
60,2,1,1,0,27,2100000000.0,70000.0
60,1,1,1,1,41,1920000000.0,64000.0
92,2,1,1,0,97,2500000000.0,83333.33
57,1,1,1,1,153,2300000000.0,76666.67
72,2,1,1,0,153,2300000000.0,76666.67
71,2,1,1,0,41,2280000000.0,76000.0
123,2,1,1,1,111,3600000000.0,120000.0
50,1,1,1,1,153,1950000000.0,65000.0
58,1,1,1,1,147,1850000000.0,61666.67
54,1,1,1,1,41,2050000000.0,68333.33
85,2,1,1,1,147,2350000000.0,78333.33
85,2,1,1,1,153,3450000000.0,115000.0
125,3,0,1,1,102,1300000000.0,43333.33
55,1,1,1,1,41,1920000000.0,64000.0
72,2,1,1,1,153,2500000000.0,83333.33
58,1,1,1,1,147,1850000000.0,61666.67
115,2,1,1,1,41,5200000000.0,173333.33
100,2,1,1,1,153,3450000000.0,115000.0
116,2,1,1,1,120,4170000000.0,139000.0
105,2,1,1,1,120,3250000000.0,108333.33
60,1,1,1,0,41,1800000000.0,60000.0
53,1,1,1,1,53,2120000000.0,70666.67
55,1,1,1,1,41,1780000000.0,59333.33
76,2,1,1,1,41,2250000000.0,75000.0
111,3,1,1,1,120,3500000000.0,116666.67
77,2,1,1,1,63,2150000000.0,71666.67
58,1,1,1,1,41,1860000000.0,62000.0
94,2,1,1,0,162,3200000000.0,106666.67
58,1,1,1,1,147,1880000000.0,62666.67
108,2,1,1,1,63,3300000000.0,110000.0
56,1,1,1,1,53,2000000000.0,66666.67
84,2,1,1,1,107,3250000000.0,108333.33
60,2,1,1,1,20,1950000000.0,65000.0
53,1,0,1,1,118,470000000.0,15666.67
73,2,1,1,1,121,2555000000.0,85166.67
73,2,0,0,1,121,1970000000.0,65666.67
150,3,1,1,1,121,5100000000.0,170000.0
114,2,1,1,1,121,3762000000.0,125400.0
66,2,1,1,1,112,1585000000.0,52833.33
53,1,0,1,1,118,540000000.0,18000.0
125,3,1,1,1,121,4000000000.0,133333.33
145,3,1,1,1,58,13625000000.0,454166.67
197,3,1,1,1,38,18715000000.0,623833.33
105,2,1,1,1,86,4000000000.0,133333.33
135,3,1,1,1,173,4050000000.0,135000.0
137,3,1,1,1,164,4660000000.0,155333.33
90,2,1,1,0,27,3200000000.0,106666.67
125,2,1,1,1,158,6625000000.0,220833.33
175,3,1,1,1,58,15500000000.0,516666.67
52,1,1,1,1,41,2300000000.0,76666.67
110,3,1,1,1,120,3100000000.0,103333.33
110,3,1,1,1,120,3100000000.0,103333.33
112,2,1,0,1,120,3300000000.0,110000.0
65,2,1,1,1,152,2150000000.0,71666.67
48,1,1,1,1,14,400000000.0,13333.33
105,2,1,1,1,120,2800000000.0,93333.33
56,1,1,1,1,147,2240000000.0,74666.67
108,2,1,1,1,63,1900000000.0,63333.33
78,2,1,1,1,158,2920000000.0,97333.33
85,2,1,1,1,116,520000000.0,17333.33
105,2,1,1,1,118,535000000.0,17833.33
145,3,1,1,1,136,11000000000.0,366666.67
145,3,1,1,1,123,8990000000.0,299666.67
140,3,1,1,1,123,6200000000.0,206666.67
66,2,1,1,1,112,1580000000.0,52666.67
121,3,1,1,1,120,3650000000.0,121666.67
105,2,1,1,1,120,3250000000.0,108333.33
150,2,0,1,1,29,1200000000.0,40000.0
98,2,1,1,1,27,4480000000.0,149333.33
108,2,1,1,1,120,3350000000.0,111666.67
95,2,1,1,1,112,2600000000.0,86666.67
64,1,0,0,1,50,900000000.0,30000.0
75,1,1,0,1,50,1875000000.0,62500.0
50,1,1,1,1,153,1950000000.0,65000.0
90,2,1,1,1,120,2500000000.0,83333.33
93,2,1,1,1,50,1510000000.0,50333.33
148,3,1,1,1,120,5750000000.0,191666.67
64,1,0,1,0,49,1050000000.0,35000.0
114,2,1,1,1,120,3600000000.0,120000.0
107,2,1,1,1,120,3500000000.0,116666.67
113,2,1,1,1,120,3270000000.0,109000.0
115,2,1,1,1,58,7400000000.0,246666.67
115,2,1,1,1,120,3600000000.0,120000.0
120,2,1,1,1,61,8400000000.0,280000.0
76,2,1,1,1,27,2700000000.0,90000.0
106,2,1,1,1,107,4520000000.0,150666.67
105,2,1,1,1,58,6900000000.0,230000.0
87,2,0,0,1,129,1570000000.0,52333.33
68,2,1,1,1,112,1970000000.0,65666.67
70,2,1,1,1,123,2580000000.0,86000.0
165,3,1,1,1,112,5250000000.0,175000.0
365,4,1,1,1,40,47450000000.0,1581666.67
175,3,1,1,1,119,15500000000.0,516666.67
50,1,1,1,1,153,1950000000.0,65000.0
70,2,1,1,1,136,4800000000.0,160000.0
165,3,1,1,1,94,10230000000.0,341000.0
115,2,1,1,1,27,5080000000.0,169333.33
93,2,1,0,1,147,2900000000.0,96666.67
181,3,1,1,1,94,13000000000.0,433333.33
57,1,1,1,1,112,1600000000.0,53333.33
175,3,1,1,1,94,11375000000.0,379166.67
146,3,1,1,1,94,8500000000.0,283333.33
135,3,1,1,1,94,6200000000.0,206666.67
50,1,1,1,1,162,1980000000.0,66000.0
110,2,1,1,1,118,535000000.0,17833.33
108,2,1,1,1,90,7000000000.0,233333.33
121,3,1,1,1,118,610000000.0,20333.33
220,3,1,1,1,45,35200000000.0,1173333.33
240,4,1,1,1,45,38500000000.0,1283333.33
90,2,1,1,1,174,5500000000.0,183333.33
117,2,1,1,1,106,12500000000.0,416666.67
142,3,1,1,1,123,7550000000.0,251666.67
55,1,1,1,0,153,1950000000.0,65000.0
85,2,1,1,1,152,3300000000.0,110000.0
162,3,1,1,1,106,16300000000.0,543333.33
100,2,1,1,1,8,6500000000.0,216666.67
165,3,1,1,1,151,12400000000.0,413333.33
150,3,1,1,1,106,15000000000.0,500000.0
83,2,1,1,1,127,1450000000.0,48333.33
200,3,1,0,1,163,10000000000.0,333333.33
95,2,1,1,1,1,6700000000.0,223333.33
82,2,1,1,1,120,2350000000.0,78333.33
112,3,1,1,1,152,5600000000.0,186666.67
96,2,1,1,1,109,3900000000.0,130000.0
86,3,1,1,1,116,425000000.0,14166.67
105,2,1,1,1,118,940000000.0,31333.33
115,2,1,1,1,112,3280000000.0,109333.33
87,2,1,1,1,147,3000000000.0,100000.0
165,3,1,1,1,51,11500000000.0,383333.33
135,3,1,1,1,94,7425000000.0,247500.0
110,2,1,1,1,53,3670000000.0,122333.33
80,2,1,1,1,158,3500000000.0,116666.67
66,2,1,1,1,158,1800000000.0,60000.0
88,2,1,1,1,127,1550000000.0,51666.67
70,1,1,1,0,154,870000000.0,29000.0
130,3,1,1,1,53,5600000000.0,186666.67
87,2,1,1,1,107,3000000000.0,100000.0
86,2,1,1,1,158,4500000000.0,150000.0
62,1,1,1,1,162,2400000000.0,80000.0
125,3,1,1,1,123,6300000000.0,210000.0
87,2,1,1,1,118,725000000.0,24166.67
70,2,1,1,1,158,2000000000.0,66666.67
65,2,1,1,1,158,2700000000.0,90000.0
64,2,1,1,1,158,2100000000.0,70000.0
62,2,1,1,1,158,2200000000.0,73333.33
70,2,1,1,1,158,2500000000.0,83333.33
140,3,1,1,1,58,8000000000.0,266666.67
125,3,1,1,1,58,7100000000.0,236666.67
68,2,1,1,1,158,2100000000.0,70000.0
67,2,1,0,0,153,2200000000.0,73333.33
64,2,1,1,1,158,2050000000.0,68333.33
64,2,1,1,0,75,1500000000.0,50000.0
95,2,1,1,0,109,3900000000.0,130000.0
97,2,1,1,1,118,770000000.0,25666.67
136,3,1,1,1,120,4300000000.0,143333.33
70,1,1,1,1,153,2400000000.0,80000.0
85,2,1,1,1,127,1507000000.0,50233.33
105,2,1,1,1,118,950000000.0,31666.67
50,1,1,0,1,107,1900000000.0,63333.33
57,1,1,1,1,162,2750000000.0,91666.67
121,3,1,1,1,118,610000000.0,20333.33
95,2,1,1,1,153,3300000000.0,110000.0
65,2,1,1,1,153,2380000000.0,79333.33
100,2,0,1,0,175,2000000000.0,66666.67
128,3,1,1,1,87,3950000000.0,131666.67
93,2,1,1,1,58,6000000000.0,200000.0
75,2,1,1,1,127,1275000000.0,42500.0
133,4,1,1,0,75,4700000000.0,156666.67
100,2,1,1,1,109,4450000000.0,148333.33
140,3,1,1,1,120,4800000000.0,160000.0
92,2,1,1,1,27,3570000000.0,119000.0
120,2,1,1,0,12,4500000000.0,150000.0
45,1,1,1,0,75,1030000000.0,34333.33
130,2,1,1,0,58,6890000000.0,229666.67
95,2,0,1,1,103,2185000000.0,72833.33
150,3,0,0,0,58,10500000000.0,350000.0
72,2,1,1,1,127,1206000000.0,40200.0
60,1,1,1,1,27,3350000000.0,111666.67
190,3,1,1,1,40,12000000000.0,400000.0
125,2,1,1,1,151,9750000000.0,325000.0
90,2,1,1,1,107,3420000000.0,114000.0
105,2,1,1,1,147,4100000000.0,136666.67
90,2,1,1,1,152,2850000000.0,95000.0
102,2,1,1,1,158,5600000000.0,186666.67
50,1,1,1,1,112,1500000000.0,50000.0
66,2,1,1,0,123,2250000000.0,75000.0
125,3,1,1,1,176,8750000000.0,291666.67
132,3,1,1,1,116,2050000000.0,68333.33
103,2,1,1,1,27,4300000000.0,143333.33
270,5,1,1,0,176,13500000000.0,450000.0
130,2,1,1,1,152,4180000000.0,139333.33
160,3,1,1,1,12,8320000000.0,277333.33
110,2,1,1,1,152,3410000000.0,113666.67
75,2,1,1,1,152,1980000000.0,66000.0
75,2,1,1,1,152,2400000000.0,80000.0
85,2,1,1,1,110,4500000000.0,150000.0
225,3,1,1,1,69,15750000000.0,525000.0
130,3,1,1,1,136,8500000000.0,283333.33
73,2,1,1,1,127,1679000000.0,55966.67
95,2,1,1,1,136,5500000000.0,183333.33
250,4,1,1,0,151,35000000000.0,1166666.67
65,2,1,1,1,142,1750000000.0,58333.33
64,2,1,1,1,20,2090000000.0,69666.67
94,2,1,1,1,177,4130000000.0,137666.67
110,2,1,1,1,118,375000000.0,12500.0
105,2,1,1,1,118,550000000.0,18333.33
145,3,1,1,1,69,9000000000.0,300000.0
105,2,1,1,1,118,875000000.0,29166.67
120,2,1,1,1,51,12000000000.0,400000.0
100,2,1,1,1,65,3100000000.0,103333.33
115,2,1,1,1,160,3800000000.0,126666.67
100,2,0,1,1,147,3300000000.0,110000.0
63,1,1,1,1,112,1280000000.0,42666.67
55,1,0,0,0,153,1900000000.0,63333.33
220,3,1,1,1,69,15400000000.0,513333.33
123,3,1,1,1,105,3300000000.0,110000.0
81,2,1,1,1,127,1420000000.0,47333.33
130,3,1,1,1,75,2800000000.0,93333.33
108,2,1,1,1,119,7700000000.0,256666.67
135,3,1,1,1,126,2950000000.0,98333.33
82,2,1,1,1,153,3500000000.0,116666.67
120,2,1,1,1,162,4250000000.0,141666.67
303,3,1,1,1,8,30000000000.0,1000000.0
200,3,1,1,1,113,18000000000.0,600000.0
50,1,1,1,1,152,1850000000.0,61666.67
80,2,1,1,1,152,3550000000.0,118333.33
100,2,1,1,1,118,1100000000.0,36666.67
85,2,1,1,1,152,2380000000.0,79333.33
44,1,1,1,0,152,1390000000.0,46333.33
115,2,1,1,1,167,8200000000.0,273333.33
75,2,1,1,1,107,2930000000.0,97666.67
65,1,1,1,1,152,2220000000.0,74000.0
86,2,1,1,1,27,3480000000.0,116000.0
106,2,1,1,1,176,5700000000.0,190000.0
203,3,1,1,1,165,36000000000.0,1200000.0
92,2,1,1,1,147,2700000000.0,90000.0
62,1,1,1,1,162,2170000000.0,72333.33
92,2,1,1,1,119,6700000000.0,223333.33
180,3,1,1,1,119,9900000000.0,330000.0
85,2,1,1,1,27,3150000000.0,105000.0
60,1,1,1,1,136,3300000000.0,110000.0
